Student_ID;Maths_%;Physical_Sciences_%;Life_Sciences_%;English_%;School_Quintile;Home_Language;Socio_Economic_Background;Average_School_Score;First_Semester_Average_%;Second_Semester_Average_%;Modules_Enrolled;Modules_Passed;Success_Rate_%;Risk_Category;Dropout_Risk_Flag;STEM_Average;Home_Language_Encoded;Socio_Economic_Background_Encoded;Risk_Category_Encoded
SMU202500598;94;60;50;86;2;Tshivenda;Middle Income Urban;72.5;80.1;67.9;11;10;90.9;Low Risk;0;68.0;4;4;0
SMU202500599;56;84;91;89;1;English;Low Income Rural;80.0;74.4;66.8;12;12;100.0;Low Risk;0;77.0;0;1;0
SMU202500600;92;57;88;92;4;Sesotho;Low Income Urban;82.2;66.1;55.5;12;12;100.0;Low Risk;0;79.0;2;2;0
SMU202500601;53;64;79;57;3;isiZulu;Low Income Urban;63.2;75.1;64.4;11;11;100.0;Low Risk;0;65.3;6;2;0
SMU202500602;44;66;76;80;5;Sepedi;Low Income Urban;66.5;59.3;76.9;9;8;88.9;Low Risk;0;62.0;1;2;0
SMU202500603;64;55;83;48;1;Tshivenda;Low Income Urban;62.5;54.6;82.5;11;10;90.9;Low Risk;0;67.3;4;2;0
SMU202500604;53;70;84;72;3;Tshivenda;Low Income Urban;69.8;67.1;55.2;12;10;83.3;Low Risk;0;69.0;4;2;0
SMU202500605;35;41;92;66;5;Tshivenda;Middle Income Urban;58.5;53.0;66.0;11;10;90.9;Low Risk;0;56.0;4;4;0
SMU202500606;90;55;52;86;2;Xitsonga;Low Income Rural;70.8;75.8;70.7;8;8;100.0;Low Risk;0;65.7;5;1;0
SMU202500607;75;74;37;64;3;English;Low Income Rural;62.5;60.9;65.5;11;8;72.7;Moderate Risk;1;62.0;0;1;1
SMU202500608;90;89;82;62;2;Xitsonga;Low Income Rural;80.8;64.4;69.2;8;8;100.0;Low Risk;0;87.0;5;1;0
SMU202500609;36;70;53;56;4;Tshivenda;Low Income Urban;53.8;69.0;64.9;10;7;70.0;Moderate Risk;1;53.0;4;2;1
SMU202500610;38;72;59;44;4;Sesotho;Low Income Urban;53.2;61.2;64.9;8;6;75.0;Low Risk;0;56.3;2;2;0
SMU202500611;52;76;91;58;2;Setswana;Middle Income Urban;69.2;66.3;67.4;10;10;100.0;Low Risk;0;73.0;3;4;0
SMU202500612;56;61;53;84;2;Xitsonga;Middle Income Rural;63.5;52.2;68.2;12;11;91.7;Low Risk;0;56.7;5;3;0
SMU202500613;66;73;94;61;5;Setswana;Low Income Rural;73.5;75.9;71.0;11;11;100.0;Low Risk;0;77.7;3;1;0
SMU202500614;65;68;41;75;2;English;Low Income Urban;62.2;62.4;71.8;8;8;100.0;Low Risk;0;58.0;0;2;0
SMU202500615;85;69;52;44;3;English;Low Income Rural;62.5;71.3;64.9;11;9;81.8;Low Risk;0;68.7;0;1;0
SMU202500616;77;48;56;70;4;Tshivenda;Low Income Urban;62.8;64.1;70.2;11;11;100.0;Low Risk;0;60.3;4;2;0
SMU202500617;91;65;46;81;1;Tshivenda;Low Income Rural;70.8;65.0;70.5;11;9;81.8;Low Risk;0;67.3;4;1;0
SMU202500618;49;64;78;56;3;English;Low Income Urban;61.8;59.5;69.4;10;10;100.0;Low Risk;0;63.7;0;2;0
SMU202500619;68;40;84;77;2;Sepedi;High Income Urban;67.2;74.7;73.6;11;10;90.9;Low Risk;0;64.0;1;0;0
SMU202500620;84;66;37;42;5;Setswana;Low Income Urban;57.2;61.6;59.2;12;11;91.7;Low Risk;0;62.3;3;2;0
SMU202500621;47;90;36;43;4;isiZulu;Low Income Urban;54.0;78.6;61.7;10;9;90.0;Low Risk;0;57.7;6;2;0
SMU202500622;47;53;55;63;4;Setswana;Middle Income Rural;54.5;51.3;63.7;10;9;90.0;Low Risk;0;51.7;3;3;0
SMU202500623;69;65;90;83;1;Tshivenda;Low Income Rural;76.8;77.3;59.8;12;9;75.0;Low Risk;0;74.7;4;1;0
SMU202500624;69;51;75;41;2;isiZulu;Low Income Urban;59.0;73.5;73.2;11;10;90.9;Low Risk;0;65.0;6;2;0
SMU202500625;77;89;37;74;5;Sesotho;Middle Income Rural;69.2;69.0;62.3;11;10;90.9;Low Risk;0;67.7;2;3;0
SMU202500626;90;44;67;79;3;Setswana;Low Income Rural;70.0;67.3;54.6;10;9;90.0;Low Risk;0;67.0;3;1;0
SMU202500627;41;87;90;49;3;English;Middle Income Urban;66.8;52.5;65.4;10;10;100.0;Low Risk;0;72.7;0;4;0
SMU202500628;75;66;54;73;2;English;Low Income Urban;67.0;56.0;66.6;8;8;100.0;Low Risk;0;65.0;0;2;0
SMU202500629;61;80;40;77;4;Xitsonga;Middle Income Rural;64.5;66.8;64.3;11;10;90.9;Low Risk;0;60.3;5;3;0
SMU202500630;86;67;56;89;1;Tshivenda;Low Income Rural;74.5;65.9;76.9;12;10;83.3;Low Risk;0;69.7;4;1;0
SMU202500631;49;76;93;87;2;Tshivenda;High Income Urban;76.2;92.7;58.2;10;10;100.0;Low Risk;0;72.7;4;0;0
SMU202500632;75;50;93;44;4;Sesotho;Middle Income Urban;65.5;61.9;70.8;11;11;100.0;Low Risk;0;72.7;2;4;0
SMU202500633;79;61;60;46;2;Tshivenda;Low Income Urban;61.5;66.5;72.0;12;10;83.3;Low Risk;0;66.7;4;2;0
SMU202500634;66;60;82;70;5;Tshivenda;Middle Income Urban;69.5;66.1;60.1;12;12;100.0;Low Risk;0;69.3;4;4;0
SMU202500635;37;90;63;91;5;Setswana;Middle Income Urban;70.2;64.4;59.0;10;10;100.0;Low Risk;0;63.3;3;4;0
SMU202500636;80;36;61;75;3;Xitsonga;Middle Income Rural;63.0;53.1;70.4;10;8;80.0;Low Risk;0;59.0;5;3;0
SMU202500637;59;77;72;59;2;Sepedi;Low Income Urban;66.8;75.5;70.6;11;8;72.7;Moderate Risk;1;69.3;1;2;1
SMU202500638;36;68;94;77;3;isiZulu;High Income Urban;68.8;61.6;69.9;11;11;100.0;Low Risk;0;66.0;6;0;0
SMU202500639;82;83;37;49;4;Sesotho;Middle Income Urban;62.8;58.4;77.8;12;11;91.7;Low Risk;0;67.3;2;4;0
SMU202500640;42;39;49;55;3;isiZulu;Low Income Urban;46.2;50.0;48.4;12;7;58.3;Moderate Risk;1;43.3;6;2;1
SMU202500641;36;88;61;77;3;Tshivenda;Low Income Rural;65.5;63.1;71.9;8;7;87.5;Low Risk;0;61.7;4;1;0
SMU202500642;41;72;55;47;4;isiZulu;High Income Urban;53.8;79.5;78.9;9;8;88.9;Low Risk;0;56.0;6;0;0
SMU202500643;82;43;49;69;3;isiZulu;Middle Income Urban;60.8;63.2;58.4;11;11;100.0;Low Risk;0;58.0;6;4;0
SMU202500644;57;75;74;68;1;Tshivenda;Low Income Urban;68.5;56.4;57.0;12;11;91.7;Low Risk;0;68.7;4;2;0
SMU202500645;61;58;47;65;2;isiZulu;Low Income Rural;57.8;72.5;75.7;11;8;72.7;Moderate Risk;1;55.3;6;1;1
SMU202500646;41;76;70;80;1;Xitsonga;Low Income Urban;66.8;56.3;71.2;8;7;87.5;Low Risk;0;62.3;5;2;0
SMU202500647;37;40;92;45;1;Sepedi;Middle Income Urban;53.5;61.2;72.9;9;6;66.7;Moderate Risk;1;56.3;1;4;1
SMU202500648;35;51;93;40;5;Xitsonga;Low Income Urban;54.8;59.1;72.3;10;9;90.0;Low Risk;0;59.7;5;2;0
SMU202500649;78;79;60;52;1;Setswana;Low Income Urban;67.2;60.1;62.4;11;10;90.9;Low Risk;0;72.3;3;2;0
SMU202500650;51;85;88;54;3;Setswana;Low Income Urban;69.5;60.1;77.2;8;8;100.0;Low Risk;0;74.7;3;2;0
SMU202500651;39;69;47;49;5;Xitsonga;Low Income Urban;51.0;52.2;65.2;9;7;77.8;Low Risk;0;51.7;5;2;0
SMU202500652;60;67;71;87;5;English;Middle Income Urban;71.2;83.5;74.0;11;11;100.0;Low Risk;0;66.0;0;4;0
SMU202500653;35;94;90;74;1;Xitsonga;Low Income Rural;73.2;85.0;89.2;8;7;87.5;Low Risk;0;73.0;5;1;0
SMU202500654;85;56;58;82;4;isiZulu;Middle Income Urban;70.2;66.5;67.8;11;11;100.0;Low Risk;0;66.3;6;4;0
SMU202500655;84;50;75;57;3;isiZulu;Low Income Rural;66.5;65.5;63.5;12;11;91.7;Low Risk;0;69.7;6;1;0
SMU202500656;85;43;65;53;1;Tshivenda;Low Income Rural;61.5;56.1;72.4;10;8;80.0;Low Risk;0;64.3;4;1;0
SMU202500657;81;85;54;41;4;Sesotho;Low Income Urban;65.2;78.7;57.6;9;9;100.0;Low Risk;0;73.3;2;2;0
SMU202500658;48;89;46;74;1;Sepedi;Middle Income Urban;64.2;67.0;67.0;10;8;80.0;Low Risk;0;61.0;1;4;0
SMU202500659;83;67;70;75;2;Sesotho;Middle Income Rural;73.8;63.4;60.9;12;11;91.7;Low Risk;0;73.3;2;3;0
SMU202500660;90;76;63;54;3;Xitsonga;Low Income Rural;70.8;62.1;73.6;8;8;100.0;Low Risk;0;76.3;5;1;0
SMU202500661;37;85;84;81;1;Sepedi;Low Income Urban;71.8;72.3;63.4;9;7;77.8;Low Risk;0;68.7;1;2;0
SMU202500662;91;72;47;43;3;isiZulu;Low Income Rural;63.2;66.4;66.4;12;9;75.0;Low Risk;0;70.0;6;1;0
SMU202500663;88;39;65;84;1;Tshivenda;High Income Urban;69.0;64.5;64.8;10;10;100.0;Low Risk;0;64.0;4;0;0
SMU202500664;60;91;64;48;5;Tshivenda;Low Income Rural;65.8;57.2;66.3;11;11;100.0;Low Risk;0;71.7;4;1;0
SMU202500665;89;57;43;41;1;English;Low Income Urban;57.5;59.1;72.7;11;7;63.6;Moderate Risk;1;63.0;0;2;1
SMU202500666;80;39;92;81;4;Setswana;Middle Income Urban;73.0;68.0;83.2;8;8;100.0;Low Risk;0;70.3;3;4;0
SMU202500667;40;88;89;42;3;Tshivenda;High Income Urban;64.8;58.1;56.3;12;11;91.7;Low Risk;0;72.3;4;0;0
SMU202500668;76;46;83;75;3;Sepedi;Middle Income Urban;70.0;61.4;63.9;9;9;100.0;Low Risk;0;68.3;1;4;0
SMU202500669;94;64;42;73;5;isiZulu;Low Income Urban;68.2;57.4;79.5;8;8;100.0;Low Risk;0;66.7;6;2;0
SMU202500670;57;61;74;71;2;Sepedi;Middle Income Urban;65.8;73.1;75.2;9;8;88.9;Low Risk;0;64.0;1;4;0
SMU202500671;53;71;53;72;4;Sepedi;Low Income Urban;62.2;59.8;52.4;11;9;81.8;Low Risk;0;59.0;1;2;0
SMU202500672;39;83;60;44;4;Xitsonga;Low Income Urban;56.5;60.2;44.3;10;9;90.0;Low Risk;0;60.7;5;2;0
SMU202500673;87;64;60;55;3;Xitsonga;Middle Income Urban;66.5;73.5;70.0;8;8;100.0;Low Risk;0;70.3;5;4;0
SMU202500674;84;72;76;63;4;isiZulu;Middle Income Urban;73.8;73.6;65.9;9;9;100.0;Low Risk;0;77.3;6;4;0
SMU202500675;40;60;73;51;3;English;Middle Income Urban;56.0;65.3;74.0;9;8;88.9;Low Risk;0;57.7;0;4;0
SMU202500676;87;89;93;48;2;Sesotho;Low Income Urban;79.2;62.0;82.4;9;9;100.0;Low Risk;0;89.7;2;2;0
SMU202500677;37;76;90;45;3;Setswana;Low Income Rural;62.0;51.3;62.4;10;8;80.0;Low Risk;0;67.7;3;1;0
SMU202500678;37;45;91;69;5;isiZulu;Low Income Rural;60.5;56.8;61.8;12;11;91.7;Low Risk;0;57.7;6;1;0
SMU202500679;56;70;45;94;4;Tshivenda;Middle Income Rural;66.2;60.6;66.9;11;11;100.0;Low Risk;0;57.0;4;3;0
SMU202500680;36;58;57;41;4;Sepedi;Middle Income Urban;48.0;69.0;63.4;12;9;75.0;Low Risk;0;50.3;1;4;0
SMU202500681;82;35;87;42;5;Tshivenda;Middle Income Urban;61.5;64.1;79.2;12;12;100.0;Low Risk;0;68.0;4;4;0
SMU202500682;93;40;89;83;5;English;Low Income Rural;76.2;71.6;74.1;10;10;100.0;Low Risk;0;74.0;0;1;0
SMU202500683;56;57;64;44;5;Setswana;Low Income Rural;55.2;66.6;58.2;10;8;80.0;Low Risk;0;59.0;3;1;0
SMU202500684;73;64;80;76;3;Setswana;High Income Urban;73.2;68.3;67.8;8;8;100.0;Low Risk;0;72.3;3;0;0
SMU202500685;36;73;71;60;5;Sesotho;Low Income Rural;60.0;72.9;72.7;12;10;83.3;Low Risk;0;60.0;2;1;0
SMU202500686;59;36;91;71;2;Setswana;Low Income Urban;64.2;74.7;68.5;8;8;100.0;Low Risk;0;62.0;3;2;0
SMU202500687;46;82;59;90;4;Sepedi;Middle Income Urban;69.2;72.6;71.0;12;11;91.7;Low Risk;0;62.3;1;4;0
SMU202500688;58;74;88;72;3;isiZulu;Low Income Urban;73.0;59.8;60.6;9;9;100.0;Low Risk;0;73.3;6;2;0
SMU202500689;73;59;80;71;1;isiZulu;Middle Income Urban;70.8;70.1;69.5;8;8;100.0;Low Risk;0;70.7;6;4;0
SMU202500690;49;70;83;44;4;Sepedi;Low Income Urban;61.5;55.7;53.5;8;7;87.5;Low Risk;0;67.3;1;2;0
SMU202500691;94;89;50;74;4;English;Low Income Urban;76.8;67.8;61.9;12;11;91.7;Low Risk;0;77.7;0;2;0
SMU202500692;55;51;57;82;3;isiZulu;High Income Urban;61.2;62.1;77.7;10;10;100.0;Low Risk;0;54.3;6;0;0
SMU202500693;57;80;67;78;3;Sesotho;Middle Income Urban;70.5;72.4;88.5;8;8;100.0;Low Risk;0;68.0;2;4;0
SMU202500694;38;44;44;63;2;Sepedi;High Income Urban;47.2;49.9;63.9;12;10;83.3;Low Risk;0;42.0;1;0;0
SMU202500695;50;69;92;55;2;Xitsonga;Middle Income Urban;66.5;65.8;71.6;12;10;83.3;Low Risk;0;70.3;5;4;0
SMU202500696;66;75;40;63;4;Xitsonga;Low Income Urban;61.0;56.7;74.0;11;10;90.9;Low Risk;0;60.3;5;2;0
SMU202500697;73;67;89;40;5;English;High Income Urban;67.2;65.4;73.5;12;12;100.0;Low Risk;0;76.3;0;0;0
SMU202500698;41;80;92;70;5;Sepedi;Low Income Rural;70.8;54.5;70.1;8;8;100.0;Low Risk;0;71.0;1;1;0
SMU202500699;82;58;79;93;2;isiZulu;Middle Income Urban;78.0;43.3;66.3;9;9;100.0;Low Risk;0;73.0;6;4;0
SMU202500700;76;56;53;69;1;English;Low Income Urban;63.5;69.9;72.1;10;8;80.0;Low Risk;0;61.7;0;2;0
SMU202500701;57;53;46;54;2;English;Low Income Rural;52.5;57.7;66.8;12;8;66.7;Moderate Risk;1;52.0;0;1;1
SMU202500702;54;49;86;43;1;Setswana;Middle Income Urban;58.0;48.9;86.1;9;8;88.9;Low Risk;0;63.0;3;4;0
SMU202500703;93;42;63;50;1;Sepedi;Middle Income Urban;62.0;69.9;68.9;9;9;100.0;Low Risk;0;66.0;1;4;0
SMU202500704;78;46;37;92;3;Setswana;Middle Income Urban;63.2;73.6;76.2;8;8;100.0;Low Risk;0;53.7;3;4;0
SMU202500705;82;56;55;91;2;Sesotho;Low Income Rural;71.0;65.4;54.5;12;9;75.0;Low Risk;0;64.3;2;1;0
SMU202500706;91;85;69;76;2;Setswana;Middle Income Urban;80.2;92.5;80.8;8;8;100.0;Low Risk;0;81.7;3;4;0
SMU202500707;46;70;46;84;4;Sesotho;Low Income Rural;61.5;57.9;67.8;8;8;100.0;Low Risk;0;54.0;2;1;0
SMU202500708;78;64;51;71;2;Tshivenda;Middle Income Urban;66.0;70.1;62.1;10;10;100.0;Low Risk;0;64.3;4;4;0
SMU202500709;68;74;81;54;1;Xitsonga;Middle Income Urban;69.2;63.0;72.4;9;9;100.0;Low Risk;0;74.3;5;4;0
SMU202500710;57;55;68;50;1;Sesotho;Middle Income Urban;57.5;58.7;57.5;9;8;88.9;Low Risk;0;60.0;2;4;0
SMU202500711;62;58;42;81;3;isiZulu;Middle Income Rural;60.8;67.3;54.1;10;10;100.0;Low Risk;0;54.0;6;3;0
SMU202500712;81;60;91;76;4;isiZulu;Middle Income Urban;77.0;68.8;52.6;11;11;100.0;Low Risk;0;77.3;6;4;0
SMU202500713;62;39;37;83;2;isiZulu;Low Income Urban;55.2;75.5;77.1;10;9;90.0;Low Risk;0;46.0;6;2;0
SMU202500714;57;41;57;46;3;Sepedi;Low Income Urban;50.2;69.3;77.9;8;6;75.0;Low Risk;0;51.7;1;2;0
SMU202500715;76;59;86;53;2;English;Low Income Urban;68.5;65.6;66.1;10;10;100.0;Low Risk;0;73.7;0;2;0
SMU202500716;53;62;55;86;5;Setswana;High Income Urban;64.0;66.6;59.0;10;10;100.0;Low Risk;0;56.7;3;0;0
SMU202500717;46;88;40;82;5;Setswana;Low Income Rural;64.0;84.1;78.1;9;9;100.0;Low Risk;0;58.0;3;1;0
SMU202500718;42;71;88;72;1;Sesotho;Middle Income Rural;68.2;60.2;68.1;10;8;80.0;Low Risk;0;67.0;2;3;0
SMU202500719;74;66;39;56;5;Sepedi;Low Income Rural;58.8;63.4;59.7;8;8;100.0;Low Risk;0;59.7;1;1;0
SMU202500720;49;87;88;59;2;Tshivenda;Middle Income Urban;70.8;75.2;63.5;9;9;100.0;Low Risk;0;74.7;4;4;0
SMU202500721;77;69;83;85;2;Setswana;Low Income Rural;78.5;70.3;50.8;11;11;100.0;Low Risk;0;76.3;3;1;0
SMU202500722;51;67;81;85;2;Xitsonga;Middle Income Urban;71.0;68.2;71.2;8;8;100.0;Low Risk;0;66.3;5;4;0
SMU202500723;92;55;39;49;4;Sesotho;Middle Income Urban;58.8;65.5;62.4;8;8;100.0;Low Risk;0;62.0;2;4;0
SMU202500724;43;83;75;42;4;Xitsonga;Middle Income Urban;60.8;66.3;70.7;8;8;100.0;Low Risk;0;67.0;5;4;0
SMU202500725;87;60;48;78;2;Tshivenda;Low Income Urban;68.2;68.3;73.6;11;11;100.0;Low Risk;0;65.0;4;2;0
SMU202500726;47;86;65;77;2;English;Middle Income Rural;68.8;66.9;70.8;12;10;83.3;Low Risk;0;66.0;0;3;0
SMU202500727;93;73;46;46;3;Sepedi;Low Income Urban;64.5;49.2;84.4;9;7;77.8;Low Risk;0;70.7;1;2;0
SMU202500728;47;89;89;75;5;Sepedi;Middle Income Rural;75.0;57.4;76.1;12;12;100.0;Low Risk;0;75.0;1;3;0
SMU202500729;49;65;74;54;5;Sesotho;Low Income Urban;60.5;69.9;58.5;8;8;100.0;Low Risk;0;62.7;2;2;0
SMU202500730;61;59;47;94;4;Sepedi;Middle Income Urban;65.2;75.6;80.1;10;10;100.0;Low Risk;0;55.7;1;4;0
SMU202500731;73;41;72;71;4;Sesotho;Middle Income Urban;64.2;82.2;61.7;9;9;100.0;Low Risk;0;62.0;2;4;0
SMU202500732;67;80;51;81;3;Setswana;Low Income Rural;69.8;69.7;74.9;11;11;100.0;Low Risk;0;66.0;3;1;0
SMU202500733;63;84;54;55;5;Tshivenda;Low Income Urban;64.0;75.1;62.1;12;12;100.0;Low Risk;0;67.0;4;2;0
SMU202500734;78;94;46;94;1;Sepedi;Low Income Rural;78.0;72.2;75.2;11;11;100.0;Low Risk;0;72.7;1;1;0
SMU202500735;66;40;92;83;1;Tshivenda;Low Income Rural;70.2;59.3;74.6;8;7;87.5;Low Risk;0;66.0;4;1;0
SMU202500736;86;56;65;82;3;Sesotho;Low Income Urban;72.2;79.2;77.6;11;11;100.0;Low Risk;0;69.0;2;2;0
SMU202500737;43;92;93;68;2;Setswana;Low Income Rural;74.0;67.0;64.9;11;10;90.9;Low Risk;0;76.0;3;1;0
SMU202500738;68;45;88;79;2;isiZulu;Low Income Rural;70.0;65.9;63.7;9;9;100.0;Low Risk;0;67.0;6;1;0
SMU202500739;88;59;37;77;5;isiZulu;Middle Income Urban;65.2;67.5;74.9;8;8;100.0;Low Risk;0;61.3;6;4;0
SMU202500740;79;78;61;88;3;Sepedi;Middle Income Urban;76.5;69.9;70.6;10;10;100.0;Low Risk;0;72.7;1;4;0
SMU202500741;81;68;70;76;3;isiZulu;Middle Income Urban;73.8;74.1;80.8;12;11;91.7;Low Risk;0;73.0;6;4;0
SMU202500742;85;53;81;45;2;isiZulu;Low Income Urban;66.0;79.2;63.1;10;8;80.0;Low Risk;0;73.0;6;2;0
SMU202500743;44;41;80;94;5;Sesotho;Low Income Urban;64.8;64.8;68.3;11;11;100.0;Low Risk;0;55.0;2;2;0
SMU202500744;76;51;63;69;5;Setswana;Middle Income Urban;64.8;68.8;70.4;8;8;100.0;Low Risk;0;63.3;3;4;0
SMU202500745;53;76;71;78;4;Sepedi;Low Income Urban;69.5;54.3;69.4;10;9;90.0;Low Risk;0;66.7;1;2;0
SMU202500746;65;36;73;54;4;isiZulu;Low Income Rural;57.0;70.0;67.1;10;9;90.0;Low Risk;0;58.0;6;1;0
SMU202500747;47;71;51;60;4;Tshivenda;Low Income Urban;57.2;62.5;72.0;12;11;91.7;Low Risk;0;56.3;4;2;0
SMU202500748;58;40;60;46;4;Setswana;High Income Urban;51.0;67.3;66.0;12;10;83.3;Low Risk;0;52.7;3;0;0
SMU202500749;40;83;91;76;3;Xitsonga;Low Income Rural;72.5;75.0;78.3;8;8;100.0;Low Risk;0;71.3;5;1;0
SMU202500750;52;44;62;50;3;isiZulu;Low Income Rural;52.0;57.4;77.7;8;8;100.0;Low Risk;0;52.7;6;1;0
SMU202500751;80;63;70;76;3;Sesotho;Middle Income Rural;72.2;80.6;61.9;8;8;100.0;Low Risk;0;71.0;2;3;0
SMU202500752;86;55;47;93;2;English;Low Income Rural;70.2;55.9;66.5;11;9;81.8;Low Risk;0;62.7;0;1;0
SMU202500753;55;80;50;85;2;isiZulu;High Income Urban;67.5;64.1;70.8;10;10;100.0;Low Risk;0;61.7;6;0;0
SMU202500754;56;80;83;66;2;Sesotho;Middle Income Urban;71.2;58.4;65.2;10;10;100.0;Low Risk;0;73.0;2;4;0
SMU202500755;81;85;83;69;5;isiZulu;Low Income Rural;79.5;70.5;71.7;11;11;100.0;Low Risk;0;83.0;6;1;0
SMU202500756;55;91;57;59;3;Sepedi;Low Income Urban;65.5;72.2;63.6;9;9;100.0;Low Risk;0;67.7;1;2;0
SMU202500757;89;57;61;84;3;Sepedi;Low Income Urban;72.8;62.8;59.3;8;8;100.0;Low Risk;0;69.0;1;2;0
SMU202500758;42;85;58;87;3;Setswana;Low Income Rural;68.0;63.2;66.6;9;8;88.9;Low Risk;0;61.7;3;1;0
SMU202500759;84;73;41;50;3;Sesotho;Middle Income Rural;62.0;84.1;61.1;9;8;88.9;Low Risk;0;66.0;2;3;0
SMU202500760;75;44;94;41;4;English;Middle Income Urban;63.5;67.0;61.9;10;9;90.0;Low Risk;0;71.0;0;4;0
SMU202500761;86;62;44;77;4;English;Middle Income Urban;67.2;51.2;58.4;9;9;100.0;Low Risk;0;64.0;0;4;0
SMU202500762;74;54;68;82;2;Sepedi;Low Income Urban;69.5;71.0;54.3;12;9;75.0;Low Risk;0;65.3;1;2;0
SMU202500763;53;36;55;59;2;isiZulu;Middle Income Urban;50.8;59.7;70.7;11;8;72.7;Moderate Risk;1;48.0;6;4;1
SMU202500764;67;58;48;75;1;English;Low Income Urban;62.0;69.1;86.2;12;9;75.0;Low Risk;0;57.7;0;2;0
SMU202500765;60;36;50;77;2;Setswana;Middle Income Urban;55.8;74.4;58.7;10;8;80.0;Low Risk;0;48.7;3;4;0
SMU202500766;88;73;76;67;1;Sepedi;Middle Income Urban;76.0;64.2;79.6;10;10;100.0;Low Risk;0;79.0;1;4;0
SMU202500767;64;66;66;81;3;Sesotho;Middle Income Urban;69.2;55.1;61.9;9;9;100.0;Low Risk;0;65.3;2;4;0
SMU202500768;41;86;61;48;4;Xitsonga;Low Income Rural;59.0;58.4;61.1;8;6;75.0;Low Risk;0;62.7;5;1;0
SMU202500769;38;43;75;61;1;English;Low Income Urban;54.2;68.0;59.8;8;7;87.5;Low Risk;0;52.0;0;2;0
SMU202500770;41;50;39;55;1;Setswana;Middle Income Urban;46.2;64.8;62.3;12;8;66.7;Moderate Risk;1;43.3;3;4;1
SMU202500771;42;67;36;69;1;Setswana;Low Income Rural;53.5;54.7;63.6;8;5;62.5;Moderate Risk;1;48.3;3;1;1
SMU202500772;38;47;59;52;2;Sepedi;Low Income Urban;49.0;69.9;71.4;8;7;87.5;Low Risk;0;48.0;1;2;0
SMU202500773;91;73;44;40;2;English;Middle Income Rural;62.0;52.9;62.2;10;9;90.0;Low Risk;0;69.3;0;3;0
SMU202500774;75;57;41;62;1;Tshivenda;High Income Urban;58.8;59.6;63.8;9;8;88.9;Low Risk;0;57.7;4;0;0
SMU202500775;71;65;68;80;3;isiZulu;Low Income Rural;71.0;54.7;73.9;11;9;81.8;Low Risk;0;68.0;6;1;0
SMU202500776;62;38;50;61;4;Tshivenda;Middle Income Urban;52.8;57.5;70.0;9;7;77.8;Low Risk;0;50.0;4;4;0
SMU202500777;73;55;35;54;4;Sepedi;Low Income Rural;54.2;49.1;78.6;8;7;87.5;Low Risk;0;54.3;1;1;0
SMU202500778;88;54;35;52;2;Xitsonga;Low Income Rural;57.2;64.3;67.5;11;9;81.8;Low Risk;0;59.0;5;1;0
SMU202500779;51;83;68;52;3;Setswana;Middle Income Urban;63.5;77.6;66.2;12;12;100.0;Low Risk;0;67.3;3;4;0
SMU202500780;43;44;42;60;1;Tshivenda;Middle Income Urban;47.2;72.6;70.8;8;6;75.0;Low Risk;0;43.0;4;4;0
SMU202500781;71;35;38;75;4;Xitsonga;High Income Urban;54.8;70.1;68.7;11;10;90.9;Low Risk;0;48.0;5;0;0
SMU202500782;56;40;84;41;3;isiZulu;Low Income Urban;55.2;70.6;65.9;8;6;75.0;Low Risk;0;60.0;6;2;0
SMU202500783;49;87;78;47;2;Setswana;High Income Urban;65.2;57.1;76.7;10;9;90.0;Low Risk;0;71.3;3;0;0
SMU202500784;52;91;84;49;3;Tshivenda;Middle Income Urban;69.0;63.2;76.2;10;9;90.0;Low Risk;0;75.7;4;4;0
SMU202500785;40;48;38;65;2;Setswana;Low Income Rural;47.8;56.6;67.5;12;6;50.0;Moderate Risk;1;42.0;3;1;1
SMU202500786;45;50;64;64;3;Sepedi;High Income Urban;55.8;51.1;70.8;8;7;87.5;Low Risk;0;53.0;1;0;0
SMU202500787;59;36;36;55;2;Xitsonga;Low Income Urban;46.5;56.9;75.7;12;8;66.7;Moderate Risk;1;43.7;5;2;1
SMU202500788;42;93;75;87;1;Sepedi;Low Income Urban;74.2;66.8;61.9;11;10;90.9;Low Risk;0;70.0;1;2;0
SMU202500789;44;81;45;53;2;Setswana;Low Income Urban;55.8;65.9;83.8;9;6;66.7;Moderate Risk;1;56.7;3;2;1
SMU202500790;52;54;81;53;5;Sepedi;Low Income Rural;60.0;67.2;79.4;9;7;77.8;Low Risk;0;62.3;1;1;0
SMU202500791;53;42;62;47;2;English;Middle Income Urban;51.0;71.8;61.9;8;6;75.0;Low Risk;0;52.3;0;4;0
SMU202500792;64;55;46;76;5;Sesotho;Low Income Urban;60.2;72.7;77.7;10;9;90.0;Low Risk;0;55.0;2;2;0
SMU202500793;81;64;78;87;1;isiZulu;Low Income Urban;77.5;63.0;69.4;11;9;81.8;Low Risk;0;74.3;6;2;0
SMU202500794;38;46;43;52;4;Sepedi;Middle Income Urban;44.8;55.3;67.5;12;10;83.3;Low Risk;0;42.3;1;4;0
SMU202500795;83;47;47;67;3;Tshivenda;Middle Income Urban;61.0;68.7;70.4;12;10;83.3;Low Risk;0;59.0;4;4;0
SMU202500796;82;54;49;71;5;Tshivenda;Low Income Rural;64.0;61.2;74.5;12;12;100.0;Low Risk;0;61.7;4;1;0
SMU202500797;42;86;37;51;3;Setswana;Middle Income Rural;54.0;58.4;55.7;12;8;66.7;Moderate Risk;1;55.0;3;3;1
